,SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,TAXON_GROUP,COM_NAME_CODES,SCI_NAME_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE,EXTINCT,ebird_idx,inat_id,preferred_common_name,matched_term,name,photo_url,wikipedia_url
9708,Loxops wolstenholmei,Oahu Akepa,akepa2,31624,"Finches, Euphonias, and Allies",OAAK,LOWO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,True,10013,512257,Oahu Akepa,Loxops wolstenholmei,Loxops wolstenholmei,https://inaturalist-open-data.s3.amazonaws.com/photos/12858478/medium.jpg,http://en.wikipedia.org/wiki/Oʻahu_ʻakepa
9709,Loxops ochraceus,Maui Akepa,akepa3,31625,"Finches, Euphonias, and Allies",,LOOC,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10014,512258,Maui Akepa,Loxops ochraceus,Loxops ochraceus,https://inaturalist-open-data.s3.amazonaws.com/photos/8400167/medium.jpg,http://en.wikipedia.org/wiki/Maui_ʻakepa
9710,Carpodacus erythrinus,Common Rosefinch,comros,31627,"Finches, Euphonias, and Allies",,CAER,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10015,9639,Common Rosefinch,Carpodacus erythrinus,Carpodacus erythrinus,https://inaturalist-open-data.s3.amazonaws.com/photos/28920664/medium.jpg,http://en.wikipedia.org/wiki/Common_rosefinch
9711,Carpodacus sipahi,Scarlet Finch,scafin1,31633,"Finches, Euphonias, and Allies",SCFI,CASI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10016,558594,Scarlet Finch,Carpodacus sipahi,Carpodacus sipahi,https://static.inaturalist.org/photos/169050781/medium.jpeg,http://en.wikipedia.org/wiki/Scarlet_finch
9712,Carpodacus ferreorostris,Bonin Grosbeak,bongro1,31634,"Finches, Euphonias, and Allies",BOGR,CAFE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,True,10017,558595,Bonin Grosbeak,Carpodacus ferreorostris,Carpodacus ferreorostris,https://inaturalist-open-data.s3.amazonaws.com/photos/146774/medium.jpg,
9713,Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,31635,"Finches, Euphonias, and Allies",RMRO,CARH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10018,204479,Red-mantled Rosefinch,Carpodacus rhodochlamys,Carpodacus rhodochlamys,https://inaturalist-open-data.s3.amazonaws.com/photos/16580570/medium.jpg,http://en.wikipedia.org/wiki/Red-mantled_rosefinch
9714,Carpodacus grandis,Blyth's Rosefinch,blyros1,31638,"Finches, Euphonias, and Allies",BLRO RMRO,CAGR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10019,145298,Blyth's Rosefinch,Carpodacus grandis,Carpodacus grandis,https://inaturalist-open-data.s3.amazonaws.com/photos/166124130/medium.jpg,http://en.wikipedia.org/wiki/Blyth's_rosefinch
9715,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,bearos1,31640,"Finches, Euphonias, and Allies",HBRO BERO,CAPU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10020,367711,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Carpodacus pulcherrimus,https://inaturalist-open-data.s3.amazonaws.com/photos/1095438/medium.jpg,http://en.wikipedia.org/wiki/Himalayan_beautiful_rosefinch
9716,Carpodacus davidianus,Chinese Beautiful Rosefinch,chbros1,31643,"Finches, Euphonias, and Allies",BERO CBRO,CADA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10021,145294,Chinese Beautiful Rosefinch,Carpodacus davidianus,Carpodacus davidianus,https://inaturalist-open-data.s3.amazonaws.com/photos/13121249/medium.jpg,http://en.wikipedia.org/wiki/Chinese_beautiful_rosefinch
9717,Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,31644,"Finches, Euphonias, and Allies",PRRO,CAWA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10022,367697,Pink-rumped Rosefinch,Carpodacus waltoni,Carpodacus waltoni,https://static.inaturalist.org/photos/57105992/medium.jpg,http://en.wikipedia.org/wiki/Pink-rumped_rosefinch
9718,Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,31647,"Finches, Euphonias, and Allies",DRRO,CAED,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10023,9653,Dark-rumped Rosefinch,Carpodacus edwardsii,Carpodacus edwardsii,https://inaturalist-open-data.s3.amazonaws.com/photos/10883626/medium.jpg,http://en.wikipedia.org/wiki/Dark-rumped_rosefinch
9719,Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,31650,"Finches, Euphonias, and Allies",PBRO,CARO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10024,72614,Pink-browed Rosefinch,Carpodacus rodochroa,Carpodacus rodochroa,https://inaturalist-open-data.s3.amazonaws.com/photos/9744058/medium.jpeg,http://en.wikipedia.org/wiki/Pink-browed_rosefinch
9720,Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,31651,"Finches, Euphonias, and Allies",SWRO,CARO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10025,72613,Spot-winged Rosefinch,Carpodacus rodopeplus,Carpodacus rodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/13121505/medium.jpg,http://en.wikipedia.org/wiki/Spot-winged_rosefinch
9721,Carpodacus verreauxii,Sharpe's Rosefinch,spwros3,31653,"Finches, Euphonias, and Allies",SHRO,CAVE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10026,145296,Sharpe's Rosefinch,Carpodacus verreauxii,Carpodacus verreauxii,https://inaturalist-open-data.s3.amazonaws.com/photos/13121199/medium.jpg,http://en.wikipedia.org/wiki/Sharpe's_rosefinch
9722,Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,31654,"Finches, Euphonias, and Allies",VIRO,CAVI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10027,367710,Vinaceous Rosefinch,Carpodacus vinaceus,Carpodacus vinaceus,https://static.inaturalist.org/photos/217612916/medium.jpg,http://en.wikipedia.org/wiki/Vinaceous_rosefinch
9723,Carpodacus formosanus,Taiwan Rosefinch,vinros3,31655,"Finches, Euphonias, and Allies",TARO,CAFO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10028,367698,Taiwan Rosefinch,Carpodacus formosanus,Carpodacus formosanus,https://inaturalist-open-data.s3.amazonaws.com/photos/88986493/medium.jpg,http://en.wikipedia.org/wiki/Taiwan_rosefinch
9724,Carpodacus synoicus,Sinai Rosefinch,sinros1,31656,"Finches, Euphonias, and Allies",SIRO,CASY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10029,367709,Sinai Rosefinch,Carpodacus synoicus,Carpodacus synoicus,https://static.inaturalist.org/photos/28457517/medium.jpg,http://en.wikipedia.org/wiki/Sinai_rosefinch
9725,Carpodacus stoliczkae,Pale Rosefinch,palros3,31657,"Finches, Euphonias, and Allies",PARO,CAST,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10030,367699,Pale Rosefinch,Carpodacus stoliczkae,Carpodacus stoliczkae,https://inaturalist-open-data.s3.amazonaws.com/photos/78094595/medium.jpeg,http://en.wikipedia.org/wiki/Pale_rosefinch
9726,Carpodacus roborowskii,Tibetan Rosefinch,tibros1,31661,"Finches, Euphonias, and Allies",TIRO,CARO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10031,9648,Tibetan Rosefinch,Carpodacus roborowskii,Carpodacus roborowskii,https://static.inaturalist.org/photos/65086148/medium.jpeg,http://en.wikipedia.org/wiki/Tibetan_rosefinch
9727,Carpodacus sillemi,Sillem's Rosefinch,tahmof1,31662,"Finches, Euphonias, and Allies",SIRO,CASI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10032,512288,Sillem's Rosefinch,Carpodacus sillemi,Carpodacus sillemi,https://static.inaturalist.org/photos/215149523/medium.jpg,http://en.wikipedia.org/wiki/Sillem's_mountain_finch
9728,Carpodacus rubicilloides,Streaked Rosefinch,strros1,31663,"Finches, Euphonias, and Allies",STRO,CARU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10033,9651,Streaked Rosefinch,Carpodacus rubicilloides,Carpodacus rubicilloides,https://inaturalist-open-data.s3.amazonaws.com/photos/8889271/medium.jpeg,http://en.wikipedia.org/wiki/Streaked_rosefinch
9729,Carpodacus rubicilla,Great Rosefinch,greros1,31666,"Finches, Euphonias, and Allies",GRRO,CARU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10034,204480,Great Rosefinch,Carpodacus rubicilla,Carpodacus rubicilla,https://inaturalist-open-data.s3.amazonaws.com/photos/182197659/medium.jpg,http://en.wikipedia.org/wiki/Great_rosefinch
9730,Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,31673,"Finches, Euphonias, and Allies",SLTR LTRO,CASI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10035,558596,Long-tailed Rosefinch,Carpodacus sibiricus,Carpodacus sibiricus,https://inaturalist-open-data.s3.amazonaws.com/photos/114324712/medium.jpeg,https://en.wikipedia.org/wiki/Long-tailed_rosefinch
9731,Carpodacus puniceus,Red-fronted Rosefinch,refros1,31681,"Finches, Euphonias, and Allies",RFRO,CAPU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10036,9642,Red-fronted Rosefinch,Carpodacus puniceus,Carpodacus puniceus,https://inaturalist-open-data.s3.amazonaws.com/photos/146710771/medium.jpg,http://en.wikipedia.org/wiki/Red-fronted_rosefinch
9732,Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,31687,"Finches, Euphonias, and Allies",CBFI,CASU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10037,558597,Crimson-browed Finch,Carpodacus subhimachalus,Carpodacus subhimachalus,https://inaturalist-open-data.s3.amazonaws.com/photos/9473676/medium.jpeg,https://en.wikipedia.org/wiki/Crimson-browed_finch
9733,Carpodacus roseus,Pallas's Rosefinch,palros2,31688,"Finches, Euphonias, and Allies",,CARO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10038,9640,Pallas's Rosefinch,Carpodacus roseus,Carpodacus roseus,https://inaturalist-open-data.s3.amazonaws.com/photos/352555835/medium.jpeg,http://en.wikipedia.org/wiki/Pallas's_rosefinch
9734,Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,31691,"Finches, Euphonias, and Allies",TBRO,CATR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10039,9652,Three-banded Rosefinch,Carpodacus trifasciatus,Carpodacus trifasciatus,https://static.inaturalist.org/photos/60239833/medium.jpg,http://en.wikipedia.org/wiki/Three-banded_rosefinch
9735,Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,31692,"Finches, Euphonias, and Allies",HWBR,CATH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10040,204478,Himalayan White-browed Rosefinch,Carpodacus thura,Carpodacus thura,https://inaturalist-open-data.s3.amazonaws.com/photos/13593700/medium.jpg,http://en.wikipedia.org/wiki/Himalayan_white-browed_rosefinch
9736,Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,31696,"Finches, Euphonias, and Allies",CWBR,CADU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10041,145297,Chinese White-browed Rosefinch,Carpodacus dubius,Carpodacus dubius,https://inaturalist-open-data.s3.amazonaws.com/photos/13121309/medium.jpg,http://en.wikipedia.org/wiki/Chinese_white-browed_rosefinch
9737,Pinicola enucleator,Pine Grosbeak,pingro,31701,"Finches, Euphonias, and Allies",,PIEN,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10042,9771,Pine Grosbeak,Pinicola enucleator,Pinicola enucleator,https://inaturalist-open-data.s3.amazonaws.com/photos/47403442/medium.jpg,https://en.wikipedia.org/wiki/Pine_grosbeak
9738,Pyrrhula nipalensis,Brown Bullfinch,brobul1,31712,"Finches, Euphonias, and Allies",BRBU,PYNI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10043,9461,Brown Bullfinch,Pyrrhula nipalensis,Pyrrhula nipalensis,https://inaturalist-open-data.s3.amazonaws.com/photos/113793253/medium.jpg,http://en.wikipedia.org/wiki/Brown_bullfinch
9739,Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,31719,"Finches, Euphonias, and Allies",WCBU,PYLE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10044,9468,White-cheeked Bullfinch,Pyrrhula leucogenis,Pyrrhula leucogenis,https://inaturalist-open-data.s3.amazonaws.com/photos/267294757/medium.jpg,http://en.wikipedia.org/wiki/White-cheeked_bullfinch
9740,Pyrrhula aurantiaca,Orange Bullfinch,orabul1,31722,"Finches, Euphonias, and Allies",ORBU,PYAU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10045,9460,Orange Bullfinch,Pyrrhula aurantiaca,Pyrrhula aurantiaca,https://inaturalist-open-data.s3.amazonaws.com/photos/274217279/medium.jpg,http://en.wikipedia.org/wiki/Orange_bullfinch
9741,Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,31723,"Finches, Euphonias, and Allies",RHBU,PYER,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10046,9467,Red-headed Bullfinch,Pyrrhula erythrocephala,Pyrrhula erythrocephala,https://inaturalist-open-data.s3.amazonaws.com/photos/288193756/medium.jpg,http://en.wikipedia.org/wiki/Red-headed_bullfinch
9742,Pyrrhula erythaca,Gray-headed Bullfinch,gyhbul2,31724,"Finches, Euphonias, and Allies",GHBU,PYER,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10047,1286897,Taiwan Bullfinch,Pyrrhula erythaca owstoni,Pyrrhula owstoni,https://inaturalist-open-data.s3.amazonaws.com/photos/101854380/medium.jpeg,
9743,Pyrrhula owstoni,Taiwan Bullfinch,gyhbul5,31727,"Finches, Euphonias, and Allies",TABU,PYOW,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10048,1286897,Taiwan Bullfinch,Pyrrhula owstoni,Pyrrhula owstoni,https://inaturalist-open-data.s3.amazonaws.com/photos/101854380/medium.jpeg,
9744,Pyrrhula murina,Azores Bullfinch,eurbul1,31730,"Finches, Euphonias, and Allies",AZBU,PYMU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10049,111450,Azores Bullfinch,Pyrrhula murina,Pyrrhula murina,https://inaturalist-open-data.s3.amazonaws.com/photos/101955836/medium.jpeg,http://en.wikipedia.org/wiki/Azores_bullfinch
9745,Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,31731,"Finches, Euphonias, and Allies",,PYPY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10050,9462,Eurasian Bullfinch,Pyrrhula pyrrhula,Pyrrhula pyrrhula,https://inaturalist-open-data.s3.amazonaws.com/photos/175253474/medium.jpg,http://en.wikipedia.org/wiki/Eurasian_bullfinch
9746,Rhodopechys sanguineus,Crimson-winged Finch,crwfin2,31743,"Finches, Euphonias, and Allies",CWFI ECWF ACWF,RHSA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10051,73344,Crimson-winged Finch,Rhodopechys sanguineus,Rhodopechys sanguineus,https://inaturalist-open-data.s3.amazonaws.com/photos/33689094/medium.jpg,http://en.wikipedia.org/wiki/Asian_crimson-winged_finch
9747,Bucanetes githagineus,Trumpeter Finch,trufin2,31746,"Finches, Euphonias, and Allies",TRFI,BUGI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10052,72572,Trumpeter Finch,Bucanetes githagineus,Bucanetes githagineus,https://inaturalist-open-data.s3.amazonaws.com/photos/3152795/medium.jpg,http://en.wikipedia.org/wiki/Trumpeter_finch
9748,Bucanetes mongolicus,Mongolian Finch,monfin2,31751,"Finches, Euphonias, and Allies",MOFI,BUMO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10053,145292,Mongolian Finch,Bucanetes mongolicus,Bucanetes mongolicus,https://inaturalist-open-data.s3.amazonaws.com/photos/248617/medium.jpg,http://en.wikipedia.org/wiki/Mongolian_finch
9749,Agraphospiza rubescens,Blanford's Rosefinch,blaros1,31752,"Finches, Euphonias, and Allies",BLRO,AGRU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10054,558598,Blanford's Rosefinch,Agraphospiza rubescens,Agraphospiza rubescens,https://inaturalist-open-data.s3.amazonaws.com/photos/11541718/medium.jpg,
9750,Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,31753,"Finches, Euphonias, and Allies",GNFI,PYEP,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10055,10498,Gold-naped Finch,Pyrrhoplectes epauletta,Pyrrhoplectes epauletta,https://inaturalist-open-data.s3.amazonaws.com/photos/613834/medium.jpg,http://en.wikipedia.org/wiki/Golden-naped_finch
9751,Callacanthis burtoni,Spectacled Finch,spefin1,31754,"Finches, Euphonias, and Allies",SPFI,CABU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10056,10120,Spectacled Finch,Callacanthis burtoni,Callacanthis burtoni,https://inaturalist-open-data.s3.amazonaws.com/photos/109950786/medium.jpg,http://en.wikipedia.org/wiki/Spectacled_finch
9752,Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,31755,"Finches, Euphonias, and Allies",DBRO,PRNI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10057,558599,Dark-breasted Rosefinch,Procarduelis nipalensis,Procarduelis nipalensis,https://inaturalist-open-data.s3.amazonaws.com/photos/22925213/medium.jpg,
9753,Leucosticte nemoricola,Plain Mountain Finch,plmfin1,31759,"Finches, Euphonias, and Allies",PLMF PMFI,LENE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10058,9613,Plain Mountain-Finch,Leucosticte nemoricola,Leucosticte nemoricola,https://inaturalist-open-data.s3.amazonaws.com/photos/121597492/medium.jpeg,http://en.wikipedia.org/wiki/Plain_mountain_finch
9754,Leucosticte brandti,Black-headed Mountain Finch,bhmfin1,31762,"Finches, Euphonias, and Allies",BHMF BMFI BRMF,LEBR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10059,9615,Black-headed Mountain-Finch,Leucosticte brandti,Leucosticte brandti,https://static.inaturalist.org/photos/203461028/medium.jpeg,http://en.wikipedia.org/wiki/Brandt's_mountain_finch
9755,Leucosticte arctoa,Asian Rosy-Finch,asrfin1,31768,"Finches, Euphonias, and Allies",ARFI,LEAR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10060,9614,Asian Rosy-Finch,Leucosticte arctoa,Leucosticte arctoa,https://inaturalist-open-data.s3.amazonaws.com/photos/240519214/medium.jpg,http://en.wikipedia.org/wiki/Asian_rosy_finch
9756,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,gcrfin,31776,"Finches, Euphonias, and Allies",,LETE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10061,9617,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Leucosticte tephrocotis,https://inaturalist-open-data.s3.amazonaws.com/photos/2816193/medium.jpg,http://en.wikipedia.org/wiki/Gray-crowned_rosy_finch
9757,Leucosticte atrata,Black Rosy-Finch,bkrfin,31786,"Finches, Euphonias, and Allies",BRFI,LEAT,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10062,9611,Black Rosy-Finch,Leucosticte atrata,Leucosticte atrata,https://inaturalist-open-data.s3.amazonaws.com/photos/19923/medium.jpg,http://en.wikipedia.org/wiki/Black_rosy_finch
9758,Leucosticte australis,Brown-capped Rosy-Finch,bcrfin,31788,"Finches, Euphonias, and Allies",,LEAU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10063,9612,Brown-capped Rosy-Finch,Leucosticte australis,Leucosticte australis,https://inaturalist-open-data.s3.amazonaws.com/photos/17451/medium.jpg,http://en.wikipedia.org/wiki/Brown-capped_rosy_finch
9759,Haemorhous mexicanus,House Finch,houfin,31790,"Finches, Euphonias, and Allies",,HAME,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10064,199840,House Finch,Haemorhous mexicanus,Haemorhous mexicanus,https://static.inaturalist.org/photos/178968933/medium.jpg,http://en.wikipedia.org/wiki/House_finch
9760,Haemorhous purpureus,Purple Finch,purfin,31804,"Finches, Euphonias, and Allies",,HAPU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10065,199841,Purple Finch,Haemorhous purpureus,Haemorhous purpureus,https://inaturalist-open-data.s3.amazonaws.com/photos/249715786/medium.jpeg,http://en.wikipedia.org/wiki/Purple_finch
9761,Haemorhous cassinii,Cassin's Finch,casfin,31809,"Finches, Euphonias, and Allies",,HACA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10066,199839,Cassin's Finch,Haemorhous cassinii,Haemorhous cassinii,https://inaturalist-open-data.s3.amazonaws.com/photos/225768/medium.jpg,http://en.wikipedia.org/wiki/Cassin's_finch
9762,Rhodospiza obsoleta,Desert Finch,desfin2,31812,"Finches, Euphonias, and Allies",DEFI,RHOB,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10067,145293,Desert Finch,Rhodospiza obsoleta,Rhodospiza obsoleta,https://inaturalist-open-data.s3.amazonaws.com/photos/103497179/medium.jpg,http://en.wikipedia.org/wiki/Desert_finch
9763,Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,31813,"Finches, Euphonias, and Allies",AGWG ARGR,RHPE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10068,111784,Arabian Golden-winged Grosbeak,Rhynchostruthus percivali,Rhynchostruthus percivali,https://inaturalist-open-data.s3.amazonaws.com/photos/116186709/medium.jpg,http://en.wikipedia.org/wiki/Arabian_golden-winged_grosbeak
9764,Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,31814,"Finches, Euphonias, and Allies",SOGR SGWG,RHSO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10069,111784,Arabian Golden-winged Grosbeak,Rhynchostruthus socotranus percivali,Rhynchostruthus percivali,https://inaturalist-open-data.s3.amazonaws.com/photos/116186709/medium.jpg,http://en.wikipedia.org/wiki/Arabian_golden-winged_grosbeak
9765,Rhynchostruthus louisae,Somali Grosbeak,somgro1,31815,"Finches, Euphonias, and Allies",SOGR SGWG,RHLO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10070,73351,Somali Golden-winged Grosbeak,Rhynchostruthus louisae,Rhynchostruthus louisae,https://inaturalist-open-data.s3.amazonaws.com/photos/12269397/medium.jpg,http://en.wikipedia.org/wiki/Somali_golden-winged_grosbeak
9766,Chloris chloris,European Greenfinch,eurgre1,31816,"Finches, Euphonias, and Allies",EUGR,CHCH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10071,145360,European Greenfinch,Chloris chloris,Chloris chloris,https://inaturalist-open-data.s3.amazonaws.com/photos/61258110/medium.jpg,http://en.wikipedia.org/wiki/European_greenfinch
9767,Chloris sinica,Oriental Greenfinch,origre,31823,"Finches, Euphonias, and Allies",GCGR,CHSI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10072,145361,Oriental Greenfinch,Chloris sinica,Chloris sinica,https://inaturalist-open-data.s3.amazonaws.com/photos/34996415/medium.jpg,http://en.wikipedia.org/wiki/Grey-capped_greenfinch
9768,Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,31831,"Finches, Euphonias, and Allies",YBGR,CHSP,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10073,145358,Yellow-breasted Greenfinch,Chloris spinoides,Chloris spinoides,https://inaturalist-open-data.s3.amazonaws.com/photos/15636/medium.jpg,http://en.wikipedia.org/wiki/Yellow-breasted_greenfinch
9769,Chloris monguilloti,Vietnamese Greenfinch,viegre2,31834,"Finches, Euphonias, and Allies",VIGR,CHMO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10074,145359,Vietnamese Greenfinch,Chloris monguilloti,Chloris monguilloti,https://static.inaturalist.org/photos/13888459/medium.jpg,http://en.wikipedia.org/wiki/Vietnamese_greenfinch
9770,Chloris ambigua,Black-headed Greenfinch,bkhgre1,31835,"Finches, Euphonias, and Allies",BHGR,CHAM,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10075,145362,Black-headed Greenfinch,Chloris ambigua,Chloris ambigua,https://inaturalist-open-data.s3.amazonaws.com/photos/178669408/medium.jpeg,http://en.wikipedia.org/wiki/Black-headed_greenfinch
9771,Linurgus olivaceus,Oriole Finch,orifin1,31838,"Finches, Euphonias, and Allies",ORFI,LIOL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10076,10601,Oriole Finch,Linurgus olivaceus,Linurgus olivaceus,https://inaturalist-open-data.s3.amazonaws.com/photos/63247076/medium.jpg,http://en.wikipedia.org/wiki/Oriole_finch
9772,Crithagra leucopygia,White-rumped Seedeater,whrsee,31843,"Finches, Euphonias, and Allies",WRSE,CRLE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10077,558600,White-rumped Seedeater,Crithagra leucopygia,Crithagra leucopygia,https://static.inaturalist.org/photos/149787839/medium.jpg,
9773,Crithagra mozambica,Yellow-fronted Canary,yefcan,31846,"Finches, Euphonias, and Allies",,CRMO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10078,558601,Yellow-fronted Canary,Crithagra mozambica,Crithagra mozambica,https://inaturalist-open-data.s3.amazonaws.com/photos/161711749/medium.jpg,http://en.wikipedia.org/wiki/Yellow-fronted_canary
9774,Crithagra citrinelloides,African Citril,afrcit1,31857,"Finches, Euphonias, and Allies",ABCI AFCI,CRCI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10079,558602,African Citril,Crithagra citrinelloides,Crithagra citrinelloides,https://inaturalist-open-data.s3.amazonaws.com/photos/1358131/medium.jpg,http://en.wikipedia.org/wiki/African_citril
9775,Crithagra frontalis,Western Citril,wescit1,31860,"Finches, Euphonias, and Allies",WECI YBCI,CRFR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10080,558603,Western Citril,Crithagra frontalis,Crithagra frontalis,https://inaturalist-open-data.s3.amazonaws.com/photos/987811/medium.jpg,https://en.wikipedia.org/wiki/Western_citril
9776,Crithagra hyposticta,Southern Citril,soucit1,31861,"Finches, Euphonias, and Allies",SOCI EACI,CRHY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10081,558604,Southern Citril,Crithagra hyposticta,Crithagra hyposticta,https://inaturalist-open-data.s3.amazonaws.com/photos/6872705/medium.jpg,http://en.wikipedia.org/wiki/African_citril
9777,Crithagra capistrata,Black-faced Canary,blfcan1,31864,"Finches, Euphonias, and Allies",BFCA,CRCA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10082,558605,Black-faced Canary,Crithagra capistrata,Crithagra capistrata,https://static.inaturalist.org/photos/11738516/medium.jpg,
